2024-01-17 16:23:28,767 INFO    StreamThr :94799 [internal.py:wandb_internal():86] W&B internal server running at pid: 94799, started at: 2024-01-17 16:23:28.767045
2024-01-17 16:23:28,774 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status
2024-01-17 16:23:28,784 INFO    WriterThread:94799 [datastore.py:open_for_write():87] open: /home/zyk/Personal_study_projects/ECG_mit-bih/wandb/run-20240117_162328-bmiwh1ks/run-bmiwh1ks.wandb
2024-01-17 16:23:28,784 DEBUG   SenderThread:94799 [sender.py:send():382] send: header
2024-01-17 16:23:28,800 DEBUG   SenderThread:94799 [sender.py:send():382] send: run
2024-01-17 16:23:30,904 INFO    SenderThread:94799 [dir_watcher.py:__init__():211] watching files in: /home/zyk/Personal_study_projects/ECG_mit-bih/wandb/run-20240117_162328-bmiwh1ks/files
2024-01-17 16:23:30,905 INFO    SenderThread:94799 [sender.py:_start_run_threads():1136] run started: bmiwh1ks with start time 1705479808.766975
2024-01-17 16:23:30,921 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: check_version
2024-01-17 16:23:30,921 DEBUG   SenderThread:94799 [sender.py:send_request():409] send_request: check_version
2024-01-17 16:23:32,648 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: run_start
2024-01-17 16:23:32,676 DEBUG   HandlerThread:94799 [system_info.py:__init__():27] System info init
2024-01-17 16:23:32,676 DEBUG   HandlerThread:94799 [system_info.py:__init__():42] System info init done
2024-01-17 16:23:32,676 INFO    HandlerThread:94799 [system_monitor.py:start():194] Starting system monitor
2024-01-17 16:23:32,677 INFO    HandlerThread:94799 [system_monitor.py:probe():214] Collecting system info
2024-01-17 16:23:32,677 INFO    SystemMonitor:94799 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-17 16:23:32,680 INFO    SystemMonitor:94799 [interfaces.py:start():190] Started cpu monitoring
2024-01-17 16:23:32,684 INFO    SystemMonitor:94799 [interfaces.py:start():190] Started disk monitoring
